Formatted_Date,Referee,HomeTeam,AwayTeam,HY,AY,HR,AR,Yellow_Cards,Red_Cards
16-01-2011,M Clattenburg,Birmingham,Aston Villa,1,2,0,0,3,0
16-01-2011,P Dowd,Liverpool,Everton,3,0,0,0,3,0
16-01-2011,H Webb,Sunderland,Newcastle,1,1,0,0,2,0
16-01-2011,M Dean,Tottenham,Man United,2,4,0,1,6,1
22-01-2011,K Friend,Arsenal,Wigan,0,1,0,1,1,1
22-01-2011,H Webb,Aston Villa,Man City,1,1,0,0,2,0
22-01-2011,L Mason,Blackpool,Sunderland,2,0,0,0,2,0
22-01-2011,P Walton,Everton,West Ham,1,2,0,1,3,1
22-01-2011,S Attwell,Fulham,Stoke,1,1,0,1,2,1
22-01-2011,M Jones,Man United,Birmingham,0,0,0,0,0,0
22-01-2011,M Halsey,Newcastle,Tottenham,0,0,0,0,0,0
22-01-2011,M Atkinson,Wolves,Liverpool,0,3,0,0,3,0
23-01-2011,M Clattenburg,Blackburn,West Brom,0,1,0,0,1,0
24-01-2011,C Foy,Bolton,Chelsea,0,0,0,0,0,0
25-01-2011,P Walton,Blackpool,Man United,1,2,0,0,3,0
25-01-2011,J Moss,Wigan,Aston Villa,2,3,0,0,5,0
26-01-2011,L Probert,Liverpool,Fulham,0,0,0,0,0,0
01-02-2011,L Mason,Arsenal,Everton,3,5,0,0,8,0
01-02-2011,C Foy,Man United,Aston Villa,0,0,0,0,0,0
01-02-2011,M Halsey,Sunderland,Chelsea,1,2,0,0,3,0
01-02-2011,P Dowd,West Brom,Wigan,4,5,0,0,9,0
02-02-2011,K Friend,Birmingham,Man City,0,2,0,0,2,0
02-02-2011,A Marriner,Blackburn,Tottenham,2,1,0,0,3,0
02-02-2011,S Attwell,Blackpool,West Ham,0,1,0,0,1,0
02-02-2011,P Walton,Bolton,Wolves,1,3,0,0,4,0
02-02-2011,M Jones,Fulham,Newcastle,0,3,0,0,3,0
02-02-2011,A Taylor,Liverpool,Stoke,1,4,0,0,5,0
05-02-2011,L Mason,Aston Villa,Fulham,3,2,0,0,5,0
05-02-2011,K Friend,Everton,Blackpool,0,1,0,0,1,0
05-02-2011,M Atkinson,Man City,West Brom,1,2,0,0,3,0
05-02-2011,P Dowd,Newcastle,Arsenal,2,3,0,1,5,1
05-02-2011,L Probert,Stoke,Sunderland,1,3,0,0,4,0
05-02-2011,M Clattenburg,Tottenham,Bolton,1,3,0,0,4,0
05-02-2011,M Dean,Wigan,Blackburn,1,2,0,0,3,0
05-02-2011,M Oliver,Wolves,Man United,2,2,0,0,4,0
06-02-2011,A Marriner,Chelsea,Liverpool,1,1,0,0,2,0
06-02-2011,C Foy,West Ham,Birmingham,3,1,0,0,4,0
12-02-2011,C Foy,Arsenal,Wolves,0,1,0,0,1,0
12-02-2011,M Halsey,Birmingham,Stoke,1,0,0,0,1,0
12-02-2011,S Attwell,Blackburn,Newcastle,1,3,0,0,4,0
12-02-2011,H Webb,Blackpool,Aston Villa,2,1,0,1,3,1
12-02-2011,K Friend,Liverpool,Wigan,1,3,0,0,4,0
12-02-2011,A Marriner,Man United,Man City,2,2,0,0,4,0
12-02-2011,M Jones,Sunderland,Tottenham,2,4,0,0,6,0
12-02-2011,L Mason,West Brom,West Ham,2,3,0,0,5,0
13-02-2011,L Probert,Bolton,Everton,1,0,0,0,1,0
14-02-2011,M Dean,Fulham,Chelsea,2,1,0,0,3,0
15-02-2011,L Mason,Birmingham,Newcastle,1,3,0,0,4,0
20-02-2011,M Dean,West Brom,Wolves,0,0,0,0,0,0
22-02-2011,C Foy,Blackpool,Tottenham,2,0,0,0,2,0
23-02-2011,P Walton,Arsenal,Stoke,1,2,0,0,3,0
26-02-2011,M Atkinson,Aston Villa,Blackburn,0,3,0,1,3,1
26-02-2011,S Attwell,Everton,Sunderland,0,0,0,0,0,0
26-02-2011,C Foy,Newcastle,Bolton,0,2,1,0,2,1
26-02-2011,M Clattenburg,Wigan,Man United,0,1,0,0,1,0
26-02-2011,N Swarbrick,Wolves,Blackpool,1,1,0,1,2,1
27-02-2011,P Walton,Man City,Fulham,1,2,0,0,3,0
27-02-2011,M Halsey,West Ham,Liverpool,0,1,0,0,1,0
28-02-2011,M Oliver,Stoke,West Brom,2,2,0,0,4,0
01-03-2011,M Atkinson,Chelsea,Man United,3,2,0,1,5,1
05-03-2011,A Taylor,Arsenal,Sunderland,3,3,0,0,6,0
05-03-2011,M Jones,Birmingham,West Brom,3,1,0,0,4,0
05-03-2011,K Friend,Bolton,Aston Villa,5,2,0,0,7,0
05-03-2011,M Clattenburg,Fulham,Blackburn,2,3,0,0,5,0
05-03-2011,S Attwell,Man City,Wigan,3,1,0,0,4,0
05-03-2011,H Webb,Newcastle,Everton,2,4,0,0,6,0
05-03-2011,A Marriner,West Ham,Stoke,0,3,0,0,3,0
06-03-2011,P Dowd,Liverpool,Man United,2,3,0,0,5,0
06-03-2011,M Halsey,Wolves,Tottenham,0,3,0,0,3,0
07-03-2011,M Dean,Blackpool,Chelsea,0,0,0,0,0,0
09-03-2011,P Walton,Everton,Birmingham,1,3,0,0,4,0
19-03-2011,P Dowd,Aston Villa,Wolves,1,3,0,0,4,0
19-03-2011,H Webb,Blackburn,Blackpool,1,1,0,0,2,0
19-03-2011,M Oliver,Everton,Fulham,2,0,0,0,2,0
19-03-2011,A Marriner,Man United,Bolton,0,0,1,0,0,1
19-03-2011,L Mason,Stoke,Newcastle,1,1,0,0,2,0
19-03-2011,M Dean,Tottenham,West Ham,0,4,0,0,4,0
19-03-2011,S Attwell,West Brom,Arsenal,1,3,0,0,4,0
19-03-2011,L Probert,Wigan,Birmingham,3,1,0,0,4,0
20-03-2011,C Foy,Chelsea,Man City,2,5,0,0,7,0
20-03-2011,K Friend,Sunderland,Liverpool,3,3,1,0,6,1
02-04-2011,P Dowd,Arsenal,Blackburn,1,2,0,1,3,1
02-04-2011,M Oliver,Birmingham,Bolton,0,2,0,0,2,0
02-04-2011,M Jones,Everton,Aston Villa,3,2,0,0,5,0
02-04-2011,M Dean,Newcastle,Wolves,5,3,0,0,8,0
02-04-2011,P Walton,Stoke,Chelsea,1,2,0,0,3,0
02-04-2011,M Atkinson,West Brom,Liverpool,2,3,0,0,5,0
02-04-2011,L Mason,West Ham,Man United,1,2,0,0,3,0
02-04-2011,A Marriner,Wigan,Tottenham,1,1,0,0,2,0
03-04-2011,S Attwell,Fulham,Blackpool,2,1,0,0,3,0
03-04-2011,H Webb,Man City,Sunderland,2,3,0,0,5,0
09-04-2011,C Foy,Blackburn,Birmingham,2,3,0,0,5,0
09-04-2011,L Probert,Bolton,West Ham,1,0,0,0,1,0
09-04-2011,H Webb,Chelsea,Wigan,1,2,0,0,3,0
09-04-2011,M Jones,Man United,Fulham,0,0,0,0,0,0
09-04-2011,P Walton,Sunderland,West Brom,3,1,0,0,4,0
09-04-2011,K Friend,Tottenham,Stoke,1,3,0,0,4,0
09-04-2011,P Dowd,Wolves,Everton,0,1,0,0,1,0
10-04-2011,S Attwell,Aston Villa,Newcastle,2,2,0,0,4,0
10-04-2011,L Mason,Blackpool,Arsenal,2,2,0,0,4,0
11-04-2011,M Halsey,Liverpool,Man City,1,0,0,0,1,0
16-04-2011,P Dowd,Birmingham,Sunderland,0,0,0,0,0,0
16-04-2011,P Walton,Blackpool,Wigan,2,2,0,0,4,0
16-04-2011,K Friend,Everton,Blackburn,2,3,0,0,5,0
16-04-2011,L Probert,West Brom,Chelsea,1,0,0,0,1,0
16-04-2011,M Halsey,West Ham,Aston Villa,0,0,0,0,0,0
17-04-2011,A Marriner,Arsenal,Liverpool,2,4,0,0,6,0
19-04-2011,L Probert,Newcastle,Man United,2,2,0,0,4,0
20-04-2011,M Jones,Chelsea,Birmingham,0,1,0,0,1,0
20-04-2011,M Atkinson,Tottenham,Arsenal,0,3,0,0,3,0
23-04-2011,C Foy,Aston Villa,Stoke,0,3,0,0,3,0
23-04-2011,M Atkinson,Blackpool,Newcastle,1,1,0,0,2,0
23-04-2011,P Dowd,Chelsea,West Ham,1,2,0,0,3,0
23-04-2011,H Webb,Liverpool,Birmingham,1,0,0,0,1,0
23-04-2011,P Walton,Man United,Everton,1,2,0,0,3,0
23-04-2011,L Probert,Sunderland,Wigan,1,2,0,0,3,0
23-04-2011,S Attwell,Tottenham,West Brom,1,1,0,0,2,0
23-04-2011,M Oliver,Wolves,Fulham,2,2,0,0,4,0
24-04-2011,M Jones,Bolton,Arsenal,3,3,0,0,6,0
25-04-2011,A Marriner,Blackburn,Man City,2,3,0,0,5,0
26-04-2011,L Mason,Stoke,Wolves,3,2,0,0,5,0
27-04-2011,A Taylor,Fulham,Bolton,1,1,0,0,2,0
30-04-2011,M Dean,Blackburn,Bolton,2,1,0,0,3,0
30-04-2011,M Clattenburg,Blackpool,Stoke,0,0,0,0,0,0
30-04-2011,A Marriner,Chelsea,Tottenham,3,1,0,0,4,0
30-04-2011,M Atkinson,Sunderland,Fulham,1,0,0,0,1,0
30-04-2011,P Dowd,West Brom,Aston Villa,3,1,1,0,4,1
30-04-2011,L Mason,Wigan,Everton,2,2,0,0,4,0
01-05-2011,C Foy,Arsenal,Man United,2,3,0,0,5,0
01-05-2011,K Friend,Birmingham,Wolves,3,3,1,0,6,1
01-05-2011,P Walton,Liverpool,Newcastle,1,2,0,0,3,0
01-05-2011,H Webb,Man City,West Ham,3,1,0,0,4,0
07-05-2011,M Jones,Aston Villa,Wigan,2,0,0,0,2,0
07-05-2011,K Friend,Bolton,Sunderland,1,0,0,0,1,0
07-05-2011,P Dowd,Everton,Man City,4,2,0,0,6,0
07-05-2011,C Foy,Newcastle,Birmingham,1,4,0,1,5,1
07-05-2011,L Probert,Tottenham,Blackpool,3,2,0,0,5,0
07-05-2011,P Walton,West Ham,Blackburn,3,0,0,0,3,0
08-05-2011,H Webb,Man United,Chelsea,2,4,0,0,6,0
08-05-2011,M Halsey,Stoke,Arsenal,1,2,0,0,3,0
08-05-2011,M Dean,Wolves,West Brom,3,1,0,0,4,0
09-05-2011,L Mason,Fulham,Liverpool,5,2,0,0,7,0
10-05-2011,M Dean,Man City,Tottenham,1,1,0,0,2,0
14-05-2011,P Dowd,Blackburn,Man United,3,0,0,0,3,0
14-05-2011,A Marriner,Blackpool,Bolton,2,4,0,0,6,0
14-05-2011,M Jones,Sunderland,Wolves,0,0,0,0,0,0
14-05-2011,A Taylor,West Brom,Everton,2,2,0,1,4,1
15-05-2011,M Oliver,Arsenal,Aston Villa,1,4,0,0,5,0
15-05-2011,P Walton,Birmingham,Fulham,0,5,0,0,5,0
15-05-2011,L Mason,Chelsea,Newcastle,4,2,0,0,6,0
15-05-2011,H Webb,Liverpool,Tottenham,2,1,0,0,3,0
15-05-2011,M Dean,Wigan,West Ham,1,1,0,0,2,0
17-05-2011,L Probert,Man City,Stoke,0,3,0,0,3,0
22-05-2011,L Probert,Aston Villa,Liverpool,2,2,0,0,4,0
22-05-2011,C Foy,Bolton,Man City,1,1,1,0,2,1
22-05-2011,P Walton,Everton,Chelsea,3,2,1,0,5,1
22-05-2011,M Atkinson,Fulham,Arsenal,2,1,1,0,3,1
22-05-2011,M Dean,Man United,Blackpool,2,1,0,0,3,0
22-05-2011,M Halsey,Newcastle,West Brom,0,0,0,0,0,0
22-05-2011,A Marriner,Stoke,Wigan,1,4,0,0,5,0
22-05-2011,M Clattenburg,Tottenham,Birmingham,0,3,0,0,3,0
22-05-2011,A Taylor,West Ham,Sunderland,0,2,0,0,2,0
22-05-2011,H Webb,Wolves,Blackburn,3,1,0,0,4,0
13-08-2011,K Friend,Blackburn,Wolves,4,2,0,0,6,0
13-08-2011,L Mason,Fulham,Aston Villa,2,4,0,0,6,0
13-08-2011,P Dowd,Liverpool,Sunderland,4,4,0,0,8,0
13-08-2011,P Walton,Newcastle,Arsenal,3,5,0,1,8,1
13-08-2011,M Atkinson,QPR,Bolton,1,2,1,0,3,1
13-08-2011,S Attwell,Wigan,Norwich,2,2,0,0,4,0
14-08-2011,M Halsey,Stoke,Chelsea,2,2,0,0,4,0
14-08-2011,M Jones,West Brom,Man United,3,2,0,0,5,0
15-08-2011,M Dean,Man City,Swansea,0,0,0,0,0,0
20-08-2011,M Atkinson,Arsenal,Liverpool,2,2,1,0,4,1
20-08-2011,S Attwell,Aston Villa,Blackburn,3,0,0,0,3,0
20-08-2011,L Mason,Chelsea,West Brom,2,4,0,0,6,0
20-08-2011,K Friend,Everton,QPR,1,1,0,0,2,0
20-08-2011,H Webb,Sunderland,Newcastle,3,3,1,0,6,1
20-08-2011,P Dowd,Swansea,Wigan,0,3,0,0,3,0
21-08-2011,M Jones,Bolton,Man City,2,0,0,0,2,0
21-08-2011,N Swarbrick,Norwich,Stoke,0,2,1,0,2,1
21-08-2011,M Dean,Wolves,Fulham,2,2,0,0,4,0
22-08-2011,L Probert,Man United,Tottenham,1,2,0,0,3,0
27-08-2011,M Atkinson,Aston Villa,Wolves,1,3,0,0,4,0
27-08-2011,L Mason,Blackburn,Everton,5,2,0,0,7,0
27-08-2011,M Jones,Chelsea,Norwich,2,2,0,1,4,1
27-08-2011,L Probert,Liverpool,Bolton,0,2,0,0,2,0
27-08-2011,M Halsey,Swansea,Sunderland,1,1,0,0,2,0
27-08-2011,M Oliver,Wigan,QPR,2,0,0,0,2,0
28-08-2011,H Webb,Man United,Arsenal,2,3,0,1,5,1
28-08-2011,K Friend,Newcastle,Fulham,2,1,0,0,3,0
28-08-2011,P Dowd,Tottenham,Man City,2,4,0,0,6,0
28-08-2011,M Dean,West Brom,Stoke,0,0,0,0,0,0
10-09-2011,S Attwell,Arsenal,Swansea,3,2,0,0,5,0
10-09-2011,A Marriner,Bolton,Man United,2,0,0,0,2,0
10-09-2011,M Oliver,Everton,Aston Villa,1,1,0,0,2,0
10-09-2011,M Atkinson,Man City,Wigan,0,0,0,0,0,0
10-09-2011,M Clattenburg,Stoke,Liverpool,0,1,0,0,1,0
10-09-2011,L Probert,Sunderland,Chelsea,1,1,0,0,2,0
10-09-2011,P Walton,Wolves,Tottenham,3,2,0,0,5,0
11-09-2011,H Webb,Fulham,Blackburn,3,1,0,0,4,0
11-09-2011,M Halsey,Norwich,West Brom,1,2,0,0,3,0
12-09-2011,P Dowd,QPR,Newcastle,1,3,0,0,4,0
17-09-2011,N Swarbrick,Aston Villa,Newcastle,1,1,0,0,2,0
17-09-2011,A Marriner,Blackburn,Arsenal,2,1,0,0,3,0
17-09-2011,H Webb,Bolton,Norwich,3,1,1,0,4,1
17-09-2011,P Walton,Everton,Wigan,2,1,0,0,3,0
17-09-2011,M Atkinson,Swansea,West Brom,1,2,0,0,3,0
17-09-2011,A Taylor,Wolves,QPR,2,3,0,0,5,0
18-09-2011,M Clattenburg,Fulham,Man City,1,1,0,0,2,0
18-09-2011,P Dowd,Man United,Chelsea,2,3,0,0,5,0
18-09-2011,K Friend,Sunderland,Stoke,1,2,0,0,3,0
18-09-2011,M Jones,Tottenham,Liverpool,1,4,0,2,5,2
24-09-2011,M Clattenburg,Arsenal,Bolton,0,1,0,1,1,1
24-09-2011,M Dean,Chelsea,Swansea,3,3,1,0,6,1
24-09-2011,K Friend,Liverpool,Wolves,3,4,0,0,7,0
24-09-2011,H Webb,Man City,Everton,1,5,0,0,6,0
24-09-2011,M Atkinson,Newcastle,Blackburn,0,4,0,1,4,1
24-09-2011,P Walton,Stoke,Man United,1,0,0,0,1,0
24-09-2011,S Attwell,West Brom,Fulham,0,3,0,0,3,0
24-09-2011,J Moss,Wigan,Tottenham,3,1,1,0,4,1
25-09-2011,M Oliver,QPR,Aston Villa,1,6,1,0,7,1
26-09-2011,C Foy,Norwich,Sunderland,2,1,0,0,3,0
01-10-2011,M Clattenburg,Aston Villa,Wigan,0,1,0,0,1,0
01-10-2011,P Dowd,Blackburn,Man City,1,1,0,0,2,0
01-10-2011,M Atkinson,Everton,Liverpool,1,1,1,0,2,1
01-10-2011,S Attwell,Man United,Norwich,1,0,0,0,1,0
01-10-2011,L Mason,Sunderland,West Brom,2,0,0,0,2,0
01-10-2011,M Halsey,Wolves,Newcastle,1,2,0,0,3,0
02-10-2011,P Walton,Bolton,Chelsea,1,2,0,0,3,0
02-10-2011,A Marriner,Fulham,QPR,2,3,0,0,5,0
02-10-2011,M Jones,Swansea,Stoke,3,5,0,0,8,0
02-10-2011,M Dean,Tottenham,Arsenal,2,1,0,0,3,0
15-10-2011,M Jones,Chelsea,Everton,2,2,0,0,4,0
15-10-2011,A Marriner,Liverpool,Man United,1,3,0,0,4,0
15-10-2011,A Taylor,Man City,Aston Villa,1,1,0,0,2,0
15-10-2011,J Moss,Norwich,Swansea,0,1,0,0,1,0
15-10-2011,M Clattenburg,QPR,Blackburn,3,2,0,0,5,0
15-10-2011,M Atkinson,Stoke,Fulham,4,4,0,0,8,0
15-10-2011,M Dean,Wigan,Bolton,4,4,0,0,8,0
16-10-2011,H Webb,Arsenal,Sunderland,3,3,0,0,6,0
16-10-2011,L Probert,Newcastle,Tottenham,1,2,0,0,3,0
16-10-2011,C Foy,West Brom,Wolves,0,1,0,0,1,0
22-10-2011,P Dowd,Aston Villa,West Brom,2,3,1,0,5,1
22-10-2011,M Jones,Bolton,Sunderland,0,3,0,0,3,0
22-10-2011,P Walton,Liverpool,Norwich,0,1,0,0,1,0
22-10-2011,N Swarbrick,Newcastle,Wigan,3,2,0,0,5,0
22-10-2011,M Oliver,Wolves,Swansea,2,0,0,0,2,0
23-10-2011,L Mason,Arsenal,Stoke,0,2,0,0,2,0
23-10-2011,S Attwell,Blackburn,Tottenham,4,1,0,0,5,0
23-10-2011,L Probert,Fulham,Everton,3,1,0,0,4,0
23-10-2011,M Clattenburg,Man United,Man City,4,4,1,0,8,1
23-10-2011,C Foy,QPR,Chelsea,2,7,0,2,9,2
29-10-2011,A Marriner,Chelsea,Arsenal,2,3,0,0,5,0
29-10-2011,M Halsey,Everton,Man United,3,0,0,0,3,0
29-10-2011,S Attwell,Man City,Wolves,2,1,1,0,3,1
29-10-2011,A Taylor,Norwich,Blackburn,2,1,0,0,3,0
29-10-2011,C Foy,Sunderland,Aston Villa,1,3,0,0,4,0
29-10-2011,M Clattenburg,Swansea,Bolton,3,4,0,1,7,1
29-10-2011,L Mason,West Brom,Liverpool,1,0,0,0,1,0
29-10-2011,M Jones,Wigan,Fulham,2,5,0,0,7,0
30-10-2011,H Webb,Tottenham,QPR,0,0,0,0,0,0
31-10-2011,M Dean,Stoke,Newcastle,0,1,0,0,1,0
05-11-2011,M Oliver,Arsenal,West Brom,0,0,0,0,0,0
05-11-2011,K Friend,Aston Villa,Norwich,1,5,0,0,6,0
05-11-2011,M Dean,Blackburn,Chelsea,4,2,0,0,6,0
05-11-2011,P Dowd,Liverpool,Swansea,2,1,0,0,3,0
05-11-2011,L Mason,Man United,Sunderland,0,2,0,0,2,0
05-11-2011,A Marriner,Newcastle,Everton,2,3,0,0,5,0
05-11-2011,M Atkinson,QPR,Man City,1,1,0,0,2,0
06-11-2011,H Webb,Bolton,Stoke,0,1,0,0,1,0
06-11-2011,P Walton,Fulham,Tottenham,0,1,0,0,1,0
06-11-2011,L Probert,Wolves,Wigan,2,1,0,0,3,0
19-11-2011,J Moss,Everton,Wolves,1,2,0,0,3,0
19-11-2011,C Foy,Man City,Newcastle,0,0,0,0,0,0
19-11-2011,P Dowd,Norwich,Arsenal,3,0,0,0,3,0
19-11-2011,M Jones,Stoke,QPR,4,2,0,0,6,0
19-11-2011,A Taylor,Sunderland,Fulham,1,1,0,0,2,0
19-11-2011,M Dean,Swansea,Man United,0,1,0,0,1,0
19-11-2011,N Swarbrick,West Brom,Bolton,1,0,0,0,1,0
19-11-2011,A Marriner,Wigan,Blackburn,2,3,0,1,5,1
20-11-2011,L Probert,Chelsea,Liverpool,3,2,0,0,5,0
21-11-2011,M Halsey,Tottenham,Aston Villa,0,2,0,0,2,0
26-11-2011,M Dean,Arsenal,Fulham,1,3,0,0,4,0
26-11-2011,M Oliver,Bolton,Everton,1,1,1,0,2,1
26-11-2011,L Mason,Chelsea,Wolves,1,2,0,0,3,0
26-11-2011,M Jones,Man United,Newcastle,1,4,0,1,5,1
26-11-2011,M Clattenburg,Norwich,QPR,1,0,0,0,1,0
26-11-2011,M Halsey,Stoke,Blackburn,0,0,0,0,0,0
26-11-2011,K Friend,Sunderland,Wigan,3,1,0,0,4,0
26-11-2011,L Probert,West Brom,Tottenham,2,1,0,0,3,0
27-11-2011,M Atkinson,Liverpool,Man City,1,4,0,1,5,1
27-11-2011,N Swarbrick,Swansea,Aston Villa,3,4,0,0,7,0
03-12-2011,L Probert,Aston Villa,Man United,0,0,0,0,0,0
03-12-2011,C Foy,Blackburn,Swansea,1,1,0,1,2,1
03-12-2011,H Webb,Man City,Norwich,0,1,0,0,1,0
03-12-2011,M Dean,Newcastle,Chelsea,2,3,0,0,5,0
03-12-2011,M Atkinson,QPR,West Brom,0,3,0,0,3,0
03-12-2011,S Attwell,Tottenham,Bolton,0,2,0,1,2,1
03-12-2011,M Clattenburg,Wigan,Arsenal,3,2,0,0,5,0
04-12-2011,L Mason,Everton,Stoke,0,1,0,0,1,0
04-12-2011,P Dowd,Wolves,Sunderland,2,3,0,0,5,0
05-12-2011,K Friend,Fulham,Liverpool,3,1,0,1,4,1
10-12-2011,H Webb,Arsenal,Everton,2,2,0,0,4,0
10-12-2011,P Dowd,Bolton,Aston Villa,1,2,0,0,3,0
10-12-2011,L Mason,Liverpool,QPR,2,0,0,0,2,0
10-12-2011,M Oliver,Man United,Wolves,1,0,0,0,1,0
10-12-2011,M Atkinson,Norwich,Newcastle,3,2,0,1,5,1
10-12-2011,J Moss,Swansea,Fulham,1,1,0,0,2,0
10-12-2011,M Dean,West Brom,Wigan,1,1,0,0,2,0
11-12-2011,C Foy,Stoke,Tottenham,2,2,0,1,4,1
11-12-2011,P Walton,Sunderland,Blackburn,2,2,0,0,4,0
12-12-2011,M Clattenburg,Chelsea,Man City,4,2,0,1,6,1
17-12-2011,M Clattenburg,Blackburn,West Brom,1,1,0,0,2,0
17-12-2011,L Probert,Everton,Norwich,1,1,0,0,2,0
17-12-2011,C Foy,Fulham,Bolton,1,3,0,0,4,0
17-12-2011,L Mason,Newcastle,Swansea,1,1,0,0,2,0
17-12-2011,M Atkinson,Wigan,Chelsea,0,0,0,0,0,0
17-12-2011,A Taylor,Wolves,Stoke,2,4,0,0,6,0
18-12-2011,P Walton,Aston Villa,Liverpool,1,2,0,0,3,0
18-12-2011,P Dowd,Man City,Arsenal,2,3,0,0,5,0
18-12-2011,H Webb,QPR,Man United,1,2,0,0,3,0
18-12-2011,M Dean,Tottenham,Sunderland,1,2,0,0,3,0
20-12-2011,M Atkinson,Blackburn,Bolton,3,0,0,0,3,0
20-12-2011,C Foy,Wolves,Norwich,2,2,0,0,4,0
21-12-2011,J Moss,Aston Villa,Arsenal,2,3,1,0,5,1
21-12-2011,K Friend,Everton,Swansea,1,2,0,0,3,0
21-12-2011,M Halsey,Fulham,Man United,1,0,0,0,1,0
21-12-2011,M Dean,Man City,Stoke,2,1,0,0,3,0
21-12-2011,A Taylor,Newcastle,West Brom,1,0,0,0,1,0
21-12-2011,A Marriner,QPR,Sunderland,2,2,0,0,4,0
21-12-2011,M Oliver,Wigan,Liverpool,1,2,0,0,3,0
22-12-2011,H Webb,Tottenham,Chelsea,2,2,0,0,4,0
26-12-2011,P Walton,Bolton,Newcastle,1,1,0,0,2,0
26-12-2011,K Friend,Chelsea,Fulham,1,1,0,0,2,0
26-12-2011,M Jones,Liverpool,Blackburn,1,0,0,0,1,0
26-12-2011,P Dowd,Man United,Wigan,2,1,0,1,3,1
26-12-2011,M Clattenburg,Stoke,Aston Villa,3,0,0,0,3,0
26-12-2011,H Webb,Sunderland,Everton,0,1,0,0,1,0
26-12-2011,L Mason,West Brom,Man City,0,1,0,0,1,0
27-12-2011,S Attwell,Arsenal,Wolves,2,3,0,1,5,1
27-12-2011,M Oliver,Norwich,Tottenham,1,1,0,0,2,0
27-12-2011,L Probert,Swansea,QPR,1,3,0,0,4,0
30-12-2011,L Probert,Liverpool,Newcastle,0,2,0,0,2,0
31-12-2011,M Atkinson,Arsenal,QPR,2,2,0,0,4,0
31-12-2011,M Clattenburg,Bolton,Wolves,0,0,0,0,0,0
31-12-2011,M Halsey,Chelsea,Aston Villa,1,1,0,0,2,0
31-12-2011,M Dean,Man United,Blackburn,2,2,0,0,4,0
31-12-2011,H Webb,Norwich,Fulham,0,0,0,0,0,0
31-12-2011,M Oliver,Stoke,Wigan,2,3,0,1,5,1
31-12-2011,P Dowd,Swansea,Tottenham,1,2,0,0,3,0
01-01-2012,K Friend,Sunderland,Man City,1,1,0,0,2,0
01-01-2012,S Attwell,West Brom,Everton,0,2,0,0,2,0
02-01-2012,A Taylor,Aston Villa,Swansea,2,4,0,0,6,0
02-01-2012,L Mason,Blackburn,Stoke,2,1,0,0,3,0
02-01-2012,L Probert,Fulham,Arsenal,0,1,0,1,1,1
02-01-2012,N Swarbrick,QPR,Norwich,2,1,1,0,3,1
02-01-2012,P Walton,Wolves,Chelsea,3,2,0,0,5,0
03-01-2012,M Jones,Man City,Liverpool,1,2,1,0,3,1
03-01-2012,M Halsey,Tottenham,West Brom,0,5,0,0,5,0
03-01-2012,M Dean,Wigan,Sunderland,1,0,0,0,1,0
04-01-2012,P Dowd,Everton,Bolton,1,3,0,0,4,0
04-01-2012,H Webb,Newcastle,Man United,1,2,0,0,3,0
11-01-2012,M Atkinson,Tottenham,Everton,1,3,0,0,4,0
14-01-2012,M Clattenburg,Aston Villa,Everton,1,1,0,0,2,0
14-01-2012,A Taylor,Blackburn,Fulham,1,1,1,0,2,1
14-01-2012,P Dowd,Chelsea,Sunderland,3,1,0,0,4,0
14-01-2012,H Webb,Liverpool,Stoke,0,3,0,0,3,0
14-01-2012,P Walton,Man United,Bolton,0,1,0,0,1,0
14-01-2012,M Jones,Tottenham,Wolves,1,3,0,0,4,0
14-01-2012,M Dean,West Brom,Norwich,0,1,0,0,1,0
15-01-2012,C Foy,Newcastle,QPR,0,4,0,0,4,0
15-01-2012,M Oliver,Swansea,Arsenal,0,0,0,0,0,0
16-01-2012,M Atkinson,Wigan,Man City,3,3,0,0,6,0
21-01-2012,K Friend,Bolton,Liverpool,0,2,0,0,2,0
21-01-2012,M Halsey,Everton,Blackburn,2,2,0,0,4,0
21-01-2012,L Mason,Fulham,Newcastle,0,4,0,0,4,0
21-01-2012,M Clattenburg,Norwich,Chelsea,0,0,0,0,0,0
21-01-2012,J Moss,QPR,Wigan,2,2,0,0,4,0
21-01-2012,A Taylor,Stoke,West Brom,0,0,0,0,0,0
21-01-2012,C Foy,Sunderland,Swansea,0,0,0,0,0,0
21-01-2012,M Oliver,Wolves,Aston Villa,1,0,1,0,1,1
22-01-2012,M Dean,Arsenal,Man United,5,2,0,0,7,0
22-01-2012,H Webb,Man City,Tottenham,2,1,0,0,3,0
31-01-2012,P Walton,Everton,Man City,1,2,0,0,3,0
31-01-2012,M Jones,Man United,Stoke,1,3,0,0,4,0
31-01-2012,A Marriner,Swansea,Chelsea,2,3,0,1,5,1
31-01-2012,L Probert,Tottenham,Wigan,0,1,0,0,1,0
31-01-2012,A Taylor,Wolves,Liverpool,1,3,0,0,4,0
01-02-2012,N Swarbrick,Aston Villa,QPR,0,1,0,0,1,0
01-02-2012,P Dowd,Blackburn,Newcastle,1,2,0,0,3,0
01-02-2012,C Foy,Bolton,Arsenal,1,1,0,0,2,0
01-02-2012,M Halsey,Fulham,West Brom,1,0,0,0,1,0
01-02-2012,L Mason,Sunderland,Norwich,1,1,0,0,2,0
04-02-2012,A Marriner,Arsenal,Blackburn,2,3,0,1,5,1
04-02-2012,M Dean,Man City,Fulham,1,3,0,0,4,0
